discarded_date	num	date_evaluated	company	role	score	status	report_path	note
2026-06-05	1186	2026-06-05	INDG	Forward Deployed Engineer	2.7/5	Evaluated	reports/1186-indg-fde-2026-06-05.md	[US] Remote US Senior; CGI/3D/Omniverse/brand automation domain mismatch with healthcare/banking AI; Python/JS/JSON/automation OK but creative-tech depth gap; comp undisclosed; SKIP
2026-06-05	1189	2026-06-05	Mintos	AI & Automation Transformation Engineer	2.8/5	Evaluated	reports/1189-mintos-ai-automation-engineer-2026-06-05.md	[Intl] Riga Latvia onsite/hybrid; no-code/low-code + Python/JS scripting; archetype intensity below Deepak's RAG/agentic trajectory; F-1 OPT EU sponsorship + Latvia comp gap; SKIP
2026-06-06	1189	2026-06-06	Unibuddy	Software Engineer II, Chat Systems	2.8/5	Evaluated	reports/1189-unibuddy-swe-ii-chat-systems-2026-06-06.md	[Intl] Poland/EU fully-remote; TS/React/Node/Express/NestJS + GraphQL primary, AI peripheral; Python-first mismatch + GraphQL gap; EU-only soft blocker for F-1 OPT; below apply threshold
2026-06-06	1195	2026-06-06	ICEYE	Forward Deployed AI Engineer	1.7/5	SKIP	reports/1195-iceye-fde-ai-2026-06-06.md	[Intl] Finland/SE/NL/PL/UAE/DE; NATO highest-level clearance required + country residency; structural F-1 OPT veto; defense/SAR/RAG stack
2026-06-06	1196	2026-06-06	Unitary	Forward Deployed Engineer	2.2/5	SKIP	reports/1196-unitary-fde-2026-06-06.md	[Intl] UK-anchored remote-first (London/Marin); £36-60K (~$45-76K) well below market; UK Skilled Worker visa overhead at 25-person co.; multimodal T&S domain match but auth + comp veto
2026-06-06	1198	2026-06-06	INDG	Forward Deployed Engineer	2.7/5	SKIP	reports/1198-indg-fde-2026-06-06.md	[US] US Remote (Netherlands HQ); Senior; CGI/3D pipeline + Node/.NET/C/WebGL/Omniverse stack — far from Python/ML core; comp opaque; domain + stack double-gap
2026-06-06	1201	2026-06-06	Zipdev	Forward Deployed Engineer (ML)	2.6/5	Evaluated	reports/1201-zipdev-fde-machine-learning-2026-06-06.md	[Intl] Remote LatAm-staffing agency; real-time CV/surveillance for LV casinos on-prem; LLM/RAG profile mismatch + F-1 outside LatAm talent pool; no comp; below 3.0
2026-06-06	1205	2026-06-06	InterImage	AI Engineer	2.4/5	Evaluated	reports/1205-interimage-ai-engineer-2026-06-06.md	[US] Annapolis Junction MD on-site intel community; strong tech fit but clearance/citizenship hard blocker for F-1 OPT
2026-06-06	1209	2026-06-06	BRKZ	Senior AI Engineer	2.4/5	Evaluated	reports/1209-brkz-2026-06-06.md	[Intl] Cairo/Karachi/Lahore/Islamabad; Saudi construction-tech; 5-8y senior gate (Deepak 2.5y); F-1 OPT incompatible with Pakistan/Egypt employment; SKIP
2026-06-06	1213	2026-06-06	Plain	Senior Product Engineer (AI)	2.7/5	Evaluated	reports/1213-plain-2026-06-06.md	[Intl] SKIP — London hybrid 3d/wk; Senior title slipped past filter; £90-140K + equity; B2B customer support SaaS (Cursor/Raycast/Granola customers); UK skilled-worker sponsorship friction; below 3.0 — will be deleted by cleanup-low-scores
2026-06-06	1214		orphan	orphan	0/5		reports/1214-openai-dublin-fdse-2026-06-06.md	
2026-06-06	1218	2026-06-06	Defense Unicorns	Forward Deployed AI Engineer	1.7/5	Evaluated	reports/1218-defenseunicorns-fde-2026-06-06.md	[US] US Citizenship + clearance required — F-1 OPT blocker; technical fit strong otherwise
2026-06-06	1221	2026-06-06	Plain	Senior Product Engineer (AI)	2.5/5	Evaluated	reports/1221-plain-senior-product-engineer-ai-2026-06-06.md	[Intl] London hybrid 3d/wk + Senior label + UK right-to-work blockers; technical fit otherwise solid
2026-06-06	1220		orphan	orphan	0/5		reports/1220-happyrobot-fde-german-speaking-2026-06-06.md	
2026-06-07	1230	2026-06-07	InterImage	AI Engineer	2.4/5	Discarded	reports/1230-interimage-ai-engineer-2026-06-07.md	[US] US Arlington/McLean VA federal intel contractor — likely clearance required; F-1 OPT hard blocker; SKIP
2026-06-07	1234	2026-06-07	Mintos	AI & Automation Transformation Engineer	2.9/5	Discarded	reports/1234-mintos-ai-automation-riga-2026-06-07.md	[Intl] Intl Riga Latvia fintech automation; comp 43-50K EUR base too low vs US opts; SKIP
2026-06-07	1231		orphan	orphan	0/5		reports/1231-anthropic-sydney-2026-06-07.md	
2026-06-07	1233		orphan	orphan	0/5		reports/1233-happyrobot-fde-vienna-2026-06-07.md	
2026-06-07	1237	2026-06-07	Sezzle	AI Engineer I	2.4/5	Evaluated	reports/1237-sezzle-ai-engineer-i-2026-06-07.md	[US] Brazil residency-only at $2.5-3.3K USD/mo (~$30-40K/yr); NASDAQ fintech BNPL; structural geo+comp blocker for F-1 OPT US-based
2026-06-07	1242	2026-06-07	Photonium	Founding ML Engineer	2.7/5	Evaluated	reports/1242-photonium-founding-ml-2026-06-07.md	[US] NYC on-site YC X25 optical-design AI; hard domain gap (no optics/physics in CV); founding 3-person team; comp opaque; SKIP
2026-06-07	1245	2026-06-07	ioet	AI Engineer	2.6/5	Evaluated	reports/1245-ioet-ai-engineer-latam-2026-06-07.md	[Intl] LATAM-residency required; F-1 OPT US-based mismatch; talent pool not specific role; technical fit OK but geo gate is binding; SKIP
2026-06-07	1246	2026-06-07	accilium	Forward Deployed Engineer (f/m/x)	2.7/5	Evaluated	reports/1246-accilium-fde-vienna-2026-06-07.md	[Intl] Vienna on-site DACH travel; €55-75K; agentic-AI consulting fit but EU work auth + low comp + German gap; F-1 OPT mismatch; SKIP
2026-06-07	1244		orphan	orphan	0/5		reports/1244-crustdata-founding-ml-india-2026-06-07.md	
2026-06-07	1245	2026-06-07	SIA Innovations	Agentic AI Engineer/Architect - FTA (Apprenticeship)	1.8/5	SKIP	reports/1245-sia-innovations-agentic-ai-engineer-2026-06-07.md	[Intl] Montréal on-site; French bilingualism MANDATORY (Deepak has none); CAD $78-86K below market; F-1 OPT to Canada requires separate sponsorship; multiple hard blockers
2026-06-07	1245	2026-06-07	1Kosmos	AI / Machine Learning Engineer	2.7/5	Evaluated	reports/1245-1kosmos-ai-ml-engineer-2026-06-07.md	[US] Computer-vision/OCR/fraud-detection role; archetype mismatch (LLM/NLP vs core CV); NJ
2026-06-08	1251	2026-06-08	Foundation EGI	R&D Software Engineer (Geometry & AI)	2.6/5	Evaluated	reports/1251-foundation-egi-geometry-ai-2026-06-08.md	[US] Remote/Boston; MIT-founded AI Copilot for design/manufacturing; geometry/CAD/CAM/DSL domain mismatch; 5+ YOE floor vs ~3.5y; SKIP
2026-06-08	1252	2026-06-08	Compa	Software Engineer, New Grad	2.7/5	Evaluated	reports/1252-compa-newgrad-2026-06-08.md	[US] Denver/SF/Irvine in-person; Django+React+AWS; comp intelligence; Spring 2026 grad floor vs Deepak May 2025 grad — hard window mismatch; $90-120K; SKIP
2026-06-08	1253	2026-06-08	Sigma Computing	Software Engineer (New Grad Program)	2.4/5	Evaluated	reports/1253-sigma-computing-newgrad-2026-06-08.md	[US] SF/NYC in-person 3-month program at $65/hr; BI/analytics SaaS (not AI/LLM lane); internship-shape; no visa sponsorship listed; SKIP
2026-06-08	1254	2026-06-08	NAFFCO	AI Engineer – Agentic AI & Enterprise Automation	2.9/5	Evaluated	reports/1254-naffco-ai-engineer-2026-06-08.md	[Intl] Dubai, UAE; Microsoft Copilot Studio + Azure OpenAI + Anthropic Claude + LangChain agentic systems; 3+ YOE fits; Dubai relocation + UAE work permit friction vs F-1 OPT; SKIP
2026-06-08	1255	2026-06-08	ioet	AI Engineer	2.5/5	Evaluated	reports/1255-ioet-ai-engineer-2026-06-08.md	[Intl] LATAM-based required (hard geo filter vs F-1 OPT US base); Fully Remote; LangChain/LangGraph + Python/TS + AWS/GCP/Azure 1:1; USD competitive comp; SKIP
2026-06-08	1256	2026-06-08	Flexion Robotics	Forward Deployed Engineer (Robotics)	2.3/5	Evaluated	reports/1256-flexion-robotics-fde-2026-06-08.md	[US] Humanoid robotics FDE; ROS2/DDS core stack = hard skill gap; archetype mismatch (robotics middleware, not LLM/RAG); location unspecified; SKIP
2026-06-08	1257	2026-06-08	Master-Works	AI Engineer (Mid-Level)	2/5	Evaluated	reports/1257-masterworks-ai-engineer-2026-06-08.md	[Intl] Riyadh Saudi on-site; LLM/NLP/Speech archetype fits BUT relocation+Saudi permit+likely Arabic fluency hard blockers vs US F-1 OPT; SKIP
2026-06-08	1258	2026-06-08	Volga Partners	AI Engineer, AI/LLM (Backend)	1.6/5	Evaluated	reports/1258-volga-partners-ai-engineer-2026-06-08.md	[Intl] Islamabad Pakistan on-site; LLM/agentic in-lane BUT PKR 150-400K/mo (~90elow US target)+relocation hard blockers vs US F-1 OPT; SKIP
2026-06-08	1254	2026-06-08	Intercom (Fin)	AI Design Leader	1.5/5	SKIP	reports/1254-intercom-ai-design-leader-2026-06-08.md	[Intl] Berlin/Dublin/London — Hybrid 3d/wk; Design leadership role managing Staff/Principal designers; fundamental archetype mismatch (Deepak is engineering IC, not design lead)
2026-06-08	1254		orphan	orphan	0/5		reports/1254-celonis-applied-ai-dach-orbit-2026-06-08.md	
2026-06-08	1255		orphan	orphan	0/5		reports/1255-celonis-applied-ai-scale-emea-orbit-2026-06-08.md	
2026-06-08	1255	2026-06-08	Marcura	Generative AI Solutions Engineer	2.2/5	Evaluated	reports/1255-marcura-generative-ai-solutions-engineer-2026-06-08.md	[Intl] Dubai, UAE — Hybrid; 8+ years required (Staff); F-1 OPT → UAE relocation friction; LangChain/Azure stack but seniority gap is hard
2026-06-08	1263		orphan	orphan	0/5		reports/1263-sarvam-applied-ai-agents-2026-06-08.md	
2026-06-08	1264		orphan	orphan	0/5		reports/1264-pulsora-applied-ai-india-2026-06-08.md	
2026-06-08	1265		orphan	orphan	0/5		reports/1265-jobgether-applied-ai-india-2026-06-08.md	
2026-06-09	1265	2026-06-09	HOPPR	Machine Learning Engineer	2.6/5	SKIP	reports/1265-hoppr-2026-06-09.md	[US] Medical-imaging ML, remote PST, $190-210K — excellent domain fit but citizen/PR-only gate (F-1 OPT ineligible) + 5yr floor
2026-06-09	1266	2026-06-09	Defense Unicorns	Forward Deployed AI Engineer	1.8/5	SKIP	reports/1266-defense-unicorns-2026-06-09.md	[US] Defense agentic GenAI, US remote, $148-201K — strong tech fit but mandatory US citizenship + clearance (hard veto for F-1 OPT)
2026-06-09	1267	2026-06-09	Sezzle	AI Engineer II	2.5/5	SKIP	reports/1267-sezzle-ai-engineer-ii-2026-06-09.md	[Intl] Fintech full-stack AI, Mexico remote, ~$40-72K/yr — Mexico work auth required + below-US comp; non-fit for US F-1 OPT
2026-06-09	1268	2026-06-09	Sezzle	AI Engineer I	2.6/5	SKIP	reports/1268-sezzle-ai-engineer-i-2026-06-09.md	[Intl] Fintech entry AI, Bogota Colombia remote, ~$30-40K/yr — level/stack fit but Colombia work auth required + low comp
2026-06-09	1265	2026-06-09	Warner Music Group	Forward Deployed Engineer, Data & AI	2.8/5	Evaluated	reports/1265-warner-music-group-fde-data-ai-2026-06-09.md	[Intl] Ontario, Canada — Remote; $90-135K CAD (~$66-99K USD, below target); new FDE team in WMG Global Tech; Databricks Genie/Snowflake Cortex/Streamlit central — gaps; F-1 OPT→Canada work-permit blocker; will be cleaned (score < 3.0)
2026-06-09	1269	2026-06-09	Machine Learning Reply	Junior AI Application Engineer (LLM & RAG)	2.7/5	SKIP	reports/1269-machine-learning-reply-ai-application-engineer-2026-06-09.md	[Intl] Munich/Berlin Germany Hybrid — near-perfect RAG/LLM/LangChain/microservices tech match, but hard C1 German requirement + EU relocation/visa for US F-1 OPT = SKIP (score < 3.0, will be cleaned)
2026-06-09	1265		orphan	orphan	0/5		reports/1265-celonis-associate-applied-ai-orbit-madrid-2026-06-09.md	
2026-06-09	1266		orphan	orphan	0/5		reports/1266-openai-fde-tokyo-2026-06-09.md	
2026-06-09	1267		orphan	orphan	0/5		reports/1267-openai-fdswe-tokyo-2026-06-09.md	
2026-06-09	1268		orphan	orphan	0/5		reports/1268-openai-fde-sydney-2026-06-09.md	
2026-06-09	1269		orphan	orphan	0/5		reports/1269-happyrobot-fde-singapore-2026-06-09.md	
2026-06-09	1270	2026-06-09	Accrete	Full-Stack Engineer, AI Platform	2.4/5	SKIP	reports/1270-accrete-2026-06-09.md	[US] No US sponsorship + 4d onsite NYC + frontend-heavy full-stack (not AI-core); 5+ yrs stretch
2026-06-09	1271	2026-06-09	Huzzle	AI Engineer (Automation & LLM Systems)	2.5/5	SKIP	reports/1271-huzzle-ai-engineer-automation-llm-2026-06-09.md	[Intl] Colombia remote (local hire), no-code automation core (n8n/Zapier/GHL) below archetype + undisclosed location-adjusted comp + F-1 OPT/no Colombia auth (score < 3.0, will be cleaned)
2026-06-09	1265	2026-06-09	Legora	AI Marketing Engineer	2.8/5	Evaluated	reports/1265-legora-ai-marketing-engineer-2026-06-09.md	[US] NYC/SF in-person; strong agentic-eng core but hard marketing-ops domain blocker; below threshold, no PDF
2026-06-10	1269	2026-06-10	Fireworks AI	AI Field Engineer (AI Natives)	2.6/5	SKIP	reports/1269-fireworks-ai-2026-06-10.md	[US] Senior/Lead FDE (5-10y) + no sponsorship; strong tech fit but seniority+work-auth gate it below threshold
2026-06-10	1269	2026-06-10	Sezzle	AI Engineer II	2.4/5	Evaluated	reports/1269-sezzle-ai-engineer-ii-2026-06-10.md	[Intl] Brazil-only remote role; comp $40K-72K/yr USD; F-1 OPT cannot work in Brazil. Skip.
2026-06-10	1270	2026-06-10	Sezzle	AI Engineer I	2.4/5	Evaluated	reports/1270-sezzle-ai-engineer-i-2026-06-10.md	[Intl] Brazil-only remote role; comp $30-40K/yr USD; F-1 OPT can't work in Brazil. Skip.
2026-06-10	1274	2026-06-10	Speedy Labs	Forward Deployed Engineer	2.6/5	Evaluated	reports/1274-speedy-labs-forward-deployed-engineer-2026-06-10.md	[Intl] India-located role (₹INR comp); manufacturing/wholesale rebate platform; not AI-heavy; F-1 OPT mismatch.
2026-06-10	1276	2026-06-10	CoreStory	AI Engineer	2.9/5	Evaluated	reports/1276-corestory-ai-engineer-2026-06-10.md	[US] Requires 7+ yrs overall + 3+ yrs AI/NLP; Deepak has ~4 yrs total — clear seniority gap.
2026-06-10	1279	2026-06-10	Parloa	(Senior) Technical Program Manager — Agentic AI Deployments	2.5/5	Evaluated	reports/1279-parloa-tpm-agentic-ai-2026-06-10.md	[Intl] TPM role (not engineer); German fluency required; PM/delivery focus; mismatch with Deepak's IC AI profile.
2026-06-10	1280	2026-06-10	Mem0	Forward Deployed Engineer	2.8/5	Evaluated	reports/1273-mem0-forward-deployed-engineer-2026-06-10.md	[Intl] India-based startup memory layer for AI agents; FDE role doable but US-based candidate is location mismatch.
2026-06-10	1273		orphan	orphan	0/5		reports/1273-mem0-forward-deployed-engineer-2026-06-10.md	
2026-06-10	1287	2026-06-10	Nearform	Forward Deployed Engineer	2.8/5	Evaluated	reports/1287-nearform-fde-2026-06-10.md	[Intl] Ireland agentic-platform consulting; remote+EU travel; EUR75-100K; strong stack but SENIOR 8+yrs + Ireland-based auth gap -> below threshold, no apply
2026-06-10	1296	2026-06-10	Wayve	Machine Learning Engineer (Application Engineering)	2.3/5	Evaluated	reports/1296-wayve-machine-learning-engineer-2026-06-10.md	[Intl] AV ML Senior/Lead, Tokyo hybrid — AV domain + C++/CUDA + Tokyo on-site all hard gaps
2026-06-10	1300	2026-06-10	Huzzle	AI Engineer	2.2/5	Evaluated	reports/1300-huzzle-ai-engineer-2026-06-10.md	[Intl] Romania-only entry AI Engineer — residency block + overqualified band
2026-06-10	1297		orphan	orphan	0/5		reports/1297-happyrobot-forward-deployed-engineer-german-speaking-bonn-2026-06-10.md	
2026-06-10	1298		orphan	orphan	0/5		reports/1298-happyrobot-forward-deployed-engineer-german-speaking-munich-2026-06-10.md	
